user,item,rating
user808,Gà Rán & Burger Lotteria - HTV,6.2
user809,Cháo Sườn Bé Hiền - Súp Cua & Bún Bò,2.6
user810,Phở 24 - Nguyễn Tri Phương,9.8
user811,"Thiên Ân Quán - Cơm, Bún Riêu & Bún Mắm",3.4
user812,Gà Nướng Anh Tư,8.4
user813,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Song Hành,9.0
user814,Cơm Gà Hải Nam - Hậu Giang,5.0
user814,Gỏi Khô Bò - Công Viên Lê Văn Tám,5.2
user815,Trà Sữa Tiên Hưởng Cotcha - Tản Đà,3.4
user816,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Song Hành,9.0
user817,Cơm Tấm Kiều Giang - Trần Quang Khải,1.0
user817,Phúc Long Lê Văn Sỹ,1.0
user817,Tiệm Cô Béo Bún Thái Lan,7.6
user818,Kebaby - Doner Kebab,7.6
user819,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,8.8
user820,Buzza Pizza - Nowzone,10.0
user821,Nem Nướng Nha Trang Bé Thảo,1.0
user822,Gà Nướng Lu Việt Hương - Lê Quang Định,8.4
user823,Trà Sữa Wozzi,1.0
user824,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,3.4
user825,Moon Fast Food - Món Hàn - Trường Chinh,9.8
user826,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Song Hành,7.8
user827,TOUS les JOURS - Nguyễn Thị Minh Khai,7.6
user828,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,3.0
user828,Jeju Quán - Món Ăn Hàn Quốc,6.6
user829,Gà Nướng Lu Việt Hương - Lê Quang Định,7.4
user830,Cháo Sườn Bé Hiền - Súp Cua & Bún Bò,9.8
user831,The Pizza Company - Đường D2,8.0
user832,"Cơm Gà, Cháo, Miến Gỏi Gà Ta Tường Vy - Lữ Gia",9.4
user833,Cơm Tấm Kiều Giang - Trần Quang Khải,5.2
user834,Chị Hà - Bánh Tráng Trộn & Bánh Mì Nướng Muối Ớt,4.4
user835,"Cơm Gà, Cháo, Miến Gỏi Gà Ta Tường Vy - Lữ Gia",9.6
user836,Kebab Sài Gòn - Nguyễn Thượng Hiền,7.8
user837,Moon Fast Food - Món Hàn - Trường Chinh,7.4
user838,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,9.8
user839,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,7.4
user840,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,1.2
user841,SteakZone,5.0
user842,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,6.8
user843,Phi Phi Quán - Cơm Gà Xối Mỡ,8.4
user844,Ốc Tô - Xóm Chiếu,7.4
user845,Buzza Pizza - Nowzone,7.6
user845,Quán Nem - Nem Cua Biển & Bún Chả - Nguyễn Thị Minh Khai,8.0
user846,Kebaby - Doner Kebab,7.4
user847,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,2.4
user848,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,8.8
user849,Chè HongKong - 港式糖水 - Phan Phú Tiên,10.0
user850,Gà Rán Popeyes - Tùng Thiện Vương,4.2
user851,Trà Sữa Tiên Hưởng Cotcha - Tản Đà,10.0
user852,Phá Lấu Rubi - Nguyễn Hồng Đào,3.8
user853,Trà Sữa Wozzi,3.4
user854,KOI Thé - Võ Văn Ngân,4.2
user855,"Cơm Gà, Cháo, Miến Gỏi Gà Ta Tường Vy - Lữ Gia",9.4
user856,Cá Viên Chiên 176 - Trần Thiện Chánh,8.6
user857,Cơm Tấm Tú Mập - Đồng Đen,1.0
user858,Phá Lấu Rubi - Nguyễn Hồng Đào,8.2
user859,Pad Thái Tôm - Món Thái Ngon - Shop Online,8.8
user860,Pad Thái Tôm - Món Thái Ngon - Shop Online,9.2
user861,Trà Sữa Tiên Hưởng Cotcha - Tản Đà,9.4
user862,Cơm Tấm Kiều Giang - Trần Quang Khải,9.2
user863,Chị Mai - Bánh Tráng Trộn & Nước Cam,9.6
user864,Chè Hà Ký - Châu Văn Liêm,2.0
user865,Gà Nướng Anh Tư,8.4
user866,Gà Rán Popeyes - Điện Biên Phủ,7.4
user867,Bánh Cuốn Ba Miền - Trường Chinh,7.0
user867,Gà rán và Mì Ý - Jollibee - Pasteur,7.4
user867,Starbucks Coffee - Etown 5,7.4
user868,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ,7.6
user868,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,7.6
user868,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,7.6
user868,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,7.6
user868,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,7.6
user868,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,7.6
user868,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,7.6
user868,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,7.6
user868,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,7.6
user868,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,7.6
user869,Cơm Tấm Kiều Giang - Trần Quang Khải,8.0
user870,Cháo Sườn Bé Hiền - Súp Cua & Bún Bò,8.2
user871,Pad Thái Tôm - Món Thái Ngon - Shop Online,9.6
user872,"Thiên Ân Quán - Cơm, Bún Riêu & Bún Mắm",1.0
user873,The Pizza Company - Đường D2,10.0
user874,SOI THÁI - Cống Quỳnh,1.0
user875,Cô Thúy - Hột Vịt Lộn,6.0
user875,Cơm Tấm Cô Hoa - Ngô Quyền,6.699999999999999
